,Unnamed: 0.1,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,valence_bin,energy_bin,danceability_bin
5722,10540,10540,107000,18AJRdgUoO9EYn11N7xzaT,Tove Lo,Queen Of The Clouds,Habits (Stay High),76,209160,False,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,synth-pop,1,1,2
3327,6225,6225,57485,5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,Overwhelmed,overwhelmed,70,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,indie,1,0,2
1979,3676,3676,33464,3nx1LABlssQw0JCmHTWMn3,Brennan Savage,Belly of the Beast,Belly of the Beast,59,140487,True,0.628,0.602,2,-6.64,1,0.0444,0.0654,1.57e-06,0.112,0.197,164.028,4,emo,0,1,1
876,1696,1696,11731,6okQlv5v9VaJEzoxBUAx4S,Alexi Murdoch,Four Songs,Song For You,51,257160,False,0.501,0.104,4,-25.111,1,0.0355,0.872,0.00298,0.116,0.302,154.798,4,british,0,0,1
3593,6594,6594,58423,3oCfEnZRME0pGNUyzzhkeM,Celldweller,Satellites,My Disintegration,32,380885,False,0.327,0.865,8,-4.885,1,0.0728,0.000207,0.00239,0.109,0.478,92.011,4,industrial,1,2,0
749,1378,1378,8423,3zBhihYUHBmGd2bcQIobrF,Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,76,163755,False,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,blues,1,1,2
5866,10760,10760,113707,6tEPe1D8X4gkHUfcUsiNTL,Matt Redman,The Same Jesus,The Same Jesus,42,225996,False,0.293,0.658,6,-9.224,0,0.0447,0.0122,0.0,0.089,0.338,157.315,3,world-music,1,1,0
4840,8897,8897,91108,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Blurryface,Stressed Out,85,202333,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,rock,1,1,2
3020,5601,5601,51424,7fduswfw6pp8e1U4k5aF0R,Jack Harlow,2Step - Pop R'n'B,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,0,1,2
1723,3240,3240,25707,2Eo5TuDu2fPROZ3ro7hvNd,Tensnake;Nazzereene,L.A.,Latching Onto You,51,186977,False,0.73,0.797,6,-5.759,0,0.0871,0.0185,5.02e-05,0.241,0.538,97.964,4,disco,1,2,2
3056,5767,5767,52481,3cLtoTymLCCRQ3kmCZHKua,Hank Williams,Hank Williams As Luke The Drifter (Expanded Edition),I Dreamed About Mama Last Night,13,181973,False,0.472,0.181,0,-13.839,1,0.034,0.869,0.0,0.142,0.448,85.086,4,honky-tonk,1,0,1
937,1848,1848,13332,5tboJJMb1SbT4URgJhgvV4,Fingers Inc.,Another Side,Music Take Me Up,11,394400,False,0.873,0.636,7,-8.668,1,0.13,0.0959,0.00514,0.0673,0.69,123.635,4,chicago-house,2,1,2
1729,3249,3249,25477,28285KFbyCq8sJofn58qlD,The O'Jays,Back Stabbers,Love Train,70,178400,False,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,4,disco,2,1,2
1086,2237,2237,15628,6zaayoVlfFp5YmQArKWkRG,thuy,playing tricks,playing tricks,61,184257,False,0.67,0.412,4,-8.213,0,0.0779,0.638,1.75e-05,0.0678,0.281,130.005,3,chill,0,1,2
2094,3850,3850,37139,0GzrUg3QI5ljFHmyls1Uy2,Stevie Wonder,Christmas Faves 2022,Someday At Christmas,0,169293,False,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,funk,0,1,0
5270,9690,9690,99939,3tstzyYuJkzEta9X7vgXXp,Catie Turner,Give You Love - Cozy Hits,Breathe,0,157867,True,0.758,0.664,7,-7.436,1,0.157,0.377,5.1e-06,0.219,0.308,146.968,4,singer-songwriter,0,2,2
2444,4594,4594,43025,3monb6DDZJSxJ9fR6au4Ba,Sonny Fodera;Ella Eyre,Cardio Tracks,Wired,0,202652,False,0.7,0.764,9,-4.836,0,0.0314,0.0247,0.0,0.162,0.424,125.02,4,groove,1,2,2
5092,9430,9430,98025,36K83NSa1c470M7wLV7kyR,Idina Menzel,JULPYNTA,The Most Wonderful Time Of The Year,0,184426,False,0.545,0.578,10,-7.48,1,0.0368,0.604,0.0,0.281,0.586,92.014,3,show-tunes,1,1,1
5311,9847,9847,101567,5HfIHltHzu31DBzxJwoVQg,Carligo,The Riddle of Dreams,The Riddle of Dreams,64,147563,False,0.155,0.00714,0,-36.868,1,0.0555,0.971,0.87,0.116,0.038,142.061,3,sleep,0,0,0
649,1216,1216,8924,3qfV7z9rjoDOaKh6jd2gmq,Mel Waiters,Throw Back Days,Throw Back Days,32,199613,False,0.725,0.53,10,-7.722,0,0.0363,0.147,0.0,0.337,0.817,93.002,4,blues,2,1,2
4732,8746,8746,91281,3OiUOulzZiEfaADvJNR7wa,Kate Bush,Planet 80's,Army Dreamers,3,174026,False,0.703,0.225,4,-11.366,0,0.0511,0.731,4.59e-06,0.102,0.399,143.248,3,rock,1,0,2
3068,5826,5826,52079,7wdq1eTa9o0uKBkTOFOOsi,Ernest Tubb,Retrospective (Volume 2),Thirty Days (To Come Back Home),21,147106,False,0.829,0.412,2,-11.812,1,0.053,0.724,0.0,0.0813,0.933,114.692,4,honky-tonk,2,1,2
4369,8042,8042,83907,6zf6b2S8E2L3Z2iYiDFQfs,Lane 8,Brightest Lights,Brightest Lights (feat. POLIÇA),47,412800,False,0.698,0.641,5,-11.253,0,0.0397,0.323,0.826,0.114,0.262,125.012,4,progressive-house,0,1,2
3284,6161,6161,57244,4rmKHaOjNcqZRb58ng6Htz,Stevie Wonder,The Very Best Christmas Songs 2022,Someday At Christmas,0,169293,False,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,indie,0,1,0
5308,9793,9793,101298,05dOwXEMiQSQyBdVi4WrCB,Rain Sounds,Soft Rain Sleep,Coastal Rain,43,78109,False,0.179,0.05,7,-19.478,1,0.362,1.17e-06,0.461,0.349,0.0,81.128,1,sleep,0,0,0
3265,6132,6132,57542,0OBtVT2njy39xf4RgGV8cI,Owl City,Alternative Christmas 2022,"Kiss Me Babe, It's Christmas Time",0,229033,False,0.705,0.567,0,-7.054,1,0.0306,0.0199,0.0,0.0937,0.562,105.96,4,indie,1,1,2
5771,10611,10611,113617,71dLJx3qHOTQMTvvoE2dmd,Bethel Music;Amanda Cook,Peace,King of My Heart,48,330840,False,0.515,0.0736,8,-15.492,1,0.031,0.975,0.000261,0.082,0.0684,109.964,4,world-music,0,0,1
720,1320,1320,8991,31jdflvTFQhJ4zmMJNTgl7,Bobby Day,The Rockin' Adventures of Bobby Day,Little Bitty Pretty One,32,148373,False,0.803,0.467,10,-10.171,0,0.0752,0.789,0.28,0.0565,0.935,85.731,4,blues,2,1,2
1664,3162,3162,25215,4kOfxxnW1ukZdsNbCKY9br,Tina Turner,What's Love Got to Do with It?,What's Love Got to Do with It,71,226880,False,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,4,disco,2,1,2
1307,2647,2647,19125,3Aphk7SSL24n0njXT6k4l9,Bailey Zimmerman,New Country Hits,Where It Ends,0,179294,False,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,4,country,1,2,1
3450,6387,6387,56334,1aPqexHVW20OTamBHdWWVL,Timeflies,Just For Fun (Deluxe),Undress Rehearsal,60,214786,False,0.953,0.652,11,-4.159,0,0.0849,0.00456,0.0,0.0287,0.73,122.997,4,indie-pop,2,1,2
2730,5099,5099,47307,54yLLvpezvPO1lA3GspiZj,Dio,Holy Diver,Holy Diver,67,340640,False,0.473,0.783,10,-10.671,0,0.0869,0.0125,0.475,0.268,0.124,91.976,4,hard-rock,0,2,1
97,187,187,404,7zCuUs0JXXPIH7GA8tWwii,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",When I Was Your Man,52,218472,False,0.403,0.237,7,-10.001,1,0.0391,0.906,0.0,0.111,0.163,144.174,4,acoustic,0,0,1
1144,2363,2363,17199,1c7h130PVLDvjuztyMlfSG,Glee Cast,"Glee: The Music, The Complete Season Two",As If We Never Said Goodbye,25,294933,False,0.326,0.263,3,-9.668,1,0.0375,0.599,2.3e-06,0.221,0.229,111.109,3,club,0,0,0
445,673,673,4989,1SKKrTVtFPIue1vNKllpqY,Project AER;v i v,How Are You? I'm Okay,When Shared,6,161999,False,0.673,0.17,5,-23.395,1,0.0347,0.858,0.879,0.0684,0.213,123.972,4,ambient,0,0,2
16,30,30,54,2sYFi9xVSZ56WHKSY2fN1K,Adam Christopher,So Far Away (Acoustic),So Far Away - Acoustic,52,171543,False,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,4,acoustic,1,1,1
5733,10557,10557,107164,2gQaQUhDCNGfBVXTvxAmXQ,Tears For Fears,Songs From The Big Chair,Shout,72,393666,False,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,4,synth-pop,1,2,1
5038,9337,9337,94079,1EvR6pje1equhlz6J6BFwl,IWL,Cup of Coffee,Cup of Coffee,54,109241,False,0.672,0.285,1,-7.031,1,0.0474,0.241,0.905,0.25,0.454,145.0,4,sad,1,0,2
2382,4386,4386,42436,69FWtCp9Cj4pdnThcLObYZ,disrupt,The Rest,Succumb to the Pressure,13,109973,False,0.232,0.986,10,-5.368,0,0.079,1.39e-05,0.00587,0.206,0.742,170.345,4,grindcore,2,2,0
915,1779,1779,13370,22f03jCe16N1rYJzO9RqWl,Ron Trent,Artifacts From the Future EP,City Beat,9,682666,False,0.804,0.947,2,-8.071,1,0.0488,0.00984,0.889,0.0647,0.666,122.018,4,chicago-house,2,2,2
5892,10798,10798,113792,58ePGDlx3W3o9sh8N1HLh3,Chris Tomlin;We The Kingdom,Miracle Of Love: Christmas Songs Of Worship,Christmas Day,36,263266,False,0.256,0.648,10,-4.237,1,0.0382,0.0202,0.0,0.299,0.331,179.688,3,world-music,1,1,0
4031,7448,7448,75485,1ql1iw55Iu6rO0fL8IaBFU,Helen Jane Long,Intervention,If I Could,22,150185,False,0.254,0.122,8,-21.159,1,0.0337,0.959,0.867,0.144,0.102,164.721,3,new-age,0,0,0
5128,9481,9481,98357,75VAFZAhvPSw1euEHg1fQU,Samuel E. Wright,Walt Disney Records The Legacy Collection: The Little Mermaid,Kiss the Girl - Remastered 2014,57,160880,False,0.67,0.235,0,-15.638,1,0.047,0.748,0.0,0.357,0.757,134.932,4,show-tunes,2,0,2
1490,2875,2875,20000,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Indigo (Extended),Under The Influence,96,184613,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,dance,0,2,2
5121,9472,9472,98003,630sXRhIcfwr2e4RdNtjKN,Zac Efron;Zendaya,Rewrite The Stars,Rewrite The Stars,74,217440,False,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,4,show-tunes,0,1,2
4708,8712,8712,91039,4vd1W48zEl9sw8Np26LT6p,Imagine Dragons,Autumn Vibes 2022,On Top Of The World,0,192800,False,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83,4,rock,2,2,1
1655,3148,3148,25917,2AefH7K3KZLJayJ1OT3w4S,Rose Royce,The Very Best Of Rose Royce,Ooh Boy,29,258760,False,0.538,0.435,0,-10.767,1,0.103,0.628,0.0,0.0767,0.568,98.891,4,disco,1,1,1
5809,10670,10670,113462,34yDNxPkPxzG0tkpyIfHJD,Hillsong Young & Free,All Of My Best Friends,All My Life - Live,37,235880,False,0.261,0.265,0,-9.515,1,0.0327,0.726,0.0,0.673,0.134,84.344,4,world-music,0,0,0
441,647,647,4382,2QTq96pXVnDkVAGxBxRzVT,Flower Face,Pisces Moon (Alternate Version),Back to You,20,202827,False,0.389,0.202,2,-15.121,1,0.0375,0.887,2.86e-06,0.128,0.187,83.019,4,ambient,0,0,1
4096,7601,7601,81292,21ox43RiEnhW9T398iSgAN,Justin Bieber,Weihnachtspop 2022,Christmas Eve,0,223613,False,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657,4,pop,1,1,1
1799,3424,3424,30445,0e3yTHRm6szezE58oTf81t,Clean Bandit;A7S,Baddest of Them All,Everything but You,0,198014,False,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,edm,1,2,2
4379,8058,8058,83306,67p96tIoC4ESrod9kW331R,Don Diablo;AR/CO,FORΞVΞR (DΞLUXΞ ΞDITION),Hot Air Balloon,66,173658,False,0.815,0.71,6,-6.353,0,0.0469,0.129,0.528,0.113,0.572,122.967,4,progressive-house,1,2,2
1609,3070,3070,22316,5WGvXmLt6acluR7TfhlHUH,Cannibal Corpse,Violence Unimagined,Inhumane Harvest,50,272994,True,0.13,0.947,8,-5.888,1,0.095,2.45e-05,0.368,0.0453,0.334,60.631,4,death-metal,1,2,0
4466,8285,8285,84084,6yQOZ4JyciUXNnrDtEcJzd,The Beach Boys,The Very Best Christmas Songs 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock,2,1,1
1662,3159,3159,25800,3TiCuJiisBOB9HzKAM6FDG,Delegation,Oh Honey,Oh Honey,62,356200,False,0.734,0.42,2,-12.036,1,0.028,0.188,0.242,0.0826,0.462,94.161,4,disco,1,1,2
5231,9635,9635,99975,2QCwowUTpIgznUBCKW1CT6,Keenan Te,Nothing,Halfway There,36,182033,False,0.701,0.383,4,-10.002,1,0.059,0.674,0.0,0.112,0.317,117.982,4,singer-songwriter,0,1,2
3380,6298,6298,56936,0iVuYZTxkkJrzfp56doJ91,Lyn Lapid,Pop Christmas 2022,Messed Up On Christmas,0,141972,False,0.616,0.233,11,-12.894,1,0.0386,0.791,3.39e-05,0.0978,0.407,93.995,3,indie-pop,1,0,1
2443,4591,4591,43995,66IQ0mkE79F2G8UJoTZ8Wh,Mastodon,The Hunter,All the Heavy Lifting,25,271080,False,0.227,0.975,9,-5.317,1,0.202,2.82e-06,0.118,0.08,0.264,147.172,4,groove,0,2,0
2893,5335,5335,48468,75gWtvF9RJfVRbWD39cSuZ,Anthony Green,Boom. Done.,No Other Choice,33,240085,True,0.296,0.606,7,-6.215,1,0.0362,0.0654,0.796,0.146,0.293,77.198,4,hardcore,0,1,0
4209,7756,7756,82067,75GQIYnRaBg7ndHxhfYuQy,Raspberries,Raspberries,Go All The Way,62,205346,False,0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287,4,power-pop,1,2,0
5877,10781,10781,113069,3cGyrppZWoGKI5IA8amT5e,Planetshakers,Endless Praise (Live),Turn It Up - Live,54,224653,False,0.551,0.984,4,-2.997,1,0.0921,0.000841,0.0,0.55,0.299,123.991,4,world-music,0,2,1
654,1223,1223,8617,78ZqE2tjAxbqEGGlvGnQfT,Procol Harum,Hits'n'Flips,A Whiter Shade of Pale - Original Single Version,68,248946,False,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,4,blues,1,2,0
4914,9121,9121,92530,4vaVOrCyqWKDosCS3Qr3mr,Batmobile,Bail set at $6M,Shoot shoot,26,204600,False,0.644,0.792,10,-10.694,0,0.0445,0.0062,0.000619,0.316,0.603,99.296,4,rockabilly,1,2,1
5208,9604,9604,99697,46DBOCyDDj0FFnWniwwNVW,Emmylou Harris,Country Holiday,Christmas Time's A-Coming,0,175400,False,0.715,0.404,11,-9.706,1,0.0262,0.583,0.0,0.115,0.709,104.438,4,singer-songwriter,2,1,2
3664,6817,6817,71513,2gscB6kDOmrv1P6qs2KXE3,Slipknot,Slipknot (10th Anniversary Edition),Wait and Bleed,73,147840,False,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,4,metal,0,2,1
4215,7764,7764,82088,76TMSqHtd16PJYnJFpk1kD,Andrew Gold,Halloween y diversión para peques,Trick Or Treat,0,206066,False,0.807,0.631,10,-10.347,1,0.0346,0.554,0.0,0.0608,0.972,120.058,4,power-pop,2,1,2
1374,2736,2736,20307,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,Dua Lipa (Deluxe),New Rules,81,209320,False,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,dance,1,2,2
3535,6505,6505,58494,4E0GDPiQLATDZE3HnvYt9t,Type O Negative,"Slow, Deep and Hard (2009 Remaster)",Prelude to Agony,24,735026,False,0.293,0.635,2,-16.697,1,0.0545,0.0225,0.239,0.372,0.15,132.486,4,industrial,0,1,0
4676,8662,8662,88300,3DmW6y7wTEYHJZlLo1r6XJ,Becky G,Shower,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,reggae,0,1,2
4893,9068,9068,92479,05eNEozACh10Rn0ewFnH8Y,Bill Haley & His Comets,Rockin' The Joint,"See You Later, Alligator",54,166840,False,0.663,0.758,10,-10.07,0,0.0571,0.272,0.0,0.319,0.814,157.198,4,rockabilly,2,2,2
802,1558,1558,10132,05cqJk4Lz6G9jN2hRNgdE7,The Prodigy;South Central,Invaders Must Die,Warrior's Dance - South Central Remix,19,342373,False,0.462,0.979,5,-3.187,0,0.321,0.000624,0.892,0.0461,0.137,128.003,4,breakbeat,0,2,1
3281,6156,6156,57215,0fVHcGda7Mszbwbf98rdwK,Cavetown;beabadoobee,Tek It - New Noise,Fall in Love with a Girl,1,191188,True,0.686,0.511,10,-7.782,1,0.0284,0.133,6.3e-05,0.102,0.39,107.067,4,indie,1,1,2
4589,8495,8495,85740,5oayPLOM38NrQr8FzKa3os,The Offspring,Alt Throwback,Pretty Fly (For A White Guy),36,188480,False,0.723,0.902,11,-3.699,0,0.0937,0.0984,1.46e-06,0.0476,0.963,143.375,4,punk-rock,2,2,2
1172,2437,2437,19411,1UO0GrW5aAYqWPBYvLdpo2,Brett Eldredge,Cozy Country,Holy Water,0,164426,False,0.519,0.363,9,-8.238,1,0.0302,0.317,1.17e-06,0.108,0.211,95.275,4,country,0,1,1
293,460,460,3866,5pKCDm2fw4k6D6C5Rk646C,Bullet For My Valentine,The Poison,Tears Don't Fall,65,348386,True,0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,4,alternative,0,2,0
1676,3177,3177,25494,70vjkrMGhzzcXjh2vGUlpB,Leo Sayer,Have You Ever Been In Love,Orchard Road,37,266413,False,0.665,0.447,0,-11.318,1,0.0409,0.538,0.0,0.0708,0.339,126.806,4,disco,1,1,2
938,1849,1849,13208,45GZH8Us92Xwyy9OvDu6Ga,Jovonn,Deeply Rooted Allstar,Can't Hold It Back,13,373173,False,0.833,0.856,8,-9.705,1,0.045,0.0052,0.553,0.0284,0.867,124.998,4,chicago-house,2,2,2
1607,3066,3066,22506,7uoW5QeuW2OznVM0VOpc9B,Attila,Still About It,Still About It,23,196202,True,0.633,0.966,1,-4.743,0,0.168,0.000101,0.000808,0.287,0.408,118.02,4,death-metal,1,2,1
4718,8724,8724,91635,6V3YhAkCJYdfsAueGUgeCR,The Beach Boys,World's Best Christmas Playlist,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock,2,1,1
3854,7061,7061,72436,1NDLQvcwBgWn4Il3ex0kkH,Architects,the classic symptoms of a broken spirit,born again pessimist,0,211394,True,0.473,0.9,1,-3.39,0,0.104,6.68e-05,0.000217,0.0615,0.468,151.988,4,metalcore,1,2,1
2864,5287,5287,48829,1XkFtuJTzttOXoUh1OULxV,Scooter,20 Years of Hardcore (Remastered),Behind the Cow,30,214480,False,0.295,0.986,6,-5.359,1,0.287,0.000909,0.215,0.324,0.237,139.98,4,hardcore,0,2,0
724,1330,1330,8118,4lJX2CpRZKPWAIOzOdvENF,Ella Fitzgerald,Home At Christmas,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,2,1,1
5140,9498,9498,98949,0Ar3Yw2YygQrxNOSRf8Wlc,Chess In Concert,Chess In Concert,You and I - Reprise,20,269666,False,0.246,0.255,10,-9.814,1,0.0338,0.918,0.0004,0.311,0.105,100.718,4,show-tunes,0,0,0
1773,3387,3387,30096,6N2yutZiLVpqbF1AK8Vxhu,Tiësto,Feeling Good,The Business,1,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,edm,0,1,2
5016,9305,9305,94514,71OXhWZw8WSysYDuWHUWip,Cheriimoya,Should Be Wiser,Should Be Wiser,45,134625,False,0.463,0.237,0,-13.666,0,0.0352,0.932,0.00162,0.104,0.203,147.791,4,sad,0,0,1
4936,9184,9184,94235,31Ep5JVlhdyLe5aj06alAp,Stract;Shiloh Dynasty;Burgettii,Losing Interest (Remix),Losing Interest - Remix,58,270260,True,0.963,0.417,10,-15.525,0,0.182,0.635,0.00686,0.275,0.711,114.968,4,sad,2,1,2
45,87,87,865,6oz8T0xhXzkEVxyelC3Hc3,Rosi Golan,Lead Balloon,Can't Go Back,41,227413,False,0.559,0.241,3,-10.688,1,0.0289,0.963,2.3e-05,0.187,0.142,118.916,4,acoustic,0,0,1
2446,4599,4599,43810,2nSr45ZWZlyjjxWlljUgfr,Svet,Somebody,Somebody - Original Mix,44,180000,False,0.798,0.657,4,-6.435,0,0.0537,0.0162,8.89e-05,0.196,0.209,122.058,4,groove,0,1,2
4321,7969,7969,83221,3Dr0xDJwXy6JkiHNJfv5zd,Audien;Cate Downey,Wish It Was You,Wish It Was You,63,192000,False,0.644,0.616,1,-3.928,0,0.0391,0.0927,0.0,0.105,0.467,124.957,4,progressive-house,1,1,1
557,990,990,7947,7nnjBAQsUg0f3Gcn2lvEt0,Kitchen Dwellers,Muir Maid,Covered Bridges,23,484573,False,0.376,0.701,2,-9.47,1,0.0308,0.274,0.481,0.281,0.72,154.763,4,bluegrass,2,2,1
776,1477,1477,10948,3rl3jUyTEB0D3YjIv709Q2,Dub Pistols;Rodney P,Speakers and Tweeters,You'll Never Find (Dub),11,254517,False,0.732,0.623,1,-5.572,1,0.0486,0.000881,0.686,0.29,0.326,83.26,4,breakbeat,0,1,2
1469,2850,2850,20950,7795WJLVKJoAyVoOtCWqXN,Sam Smith,In The Lonely Hour,I'm Not The Only One,88,239316,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4,dance,1,1,2
2707,5069,5069,47811,3fkPMWQ6cBNBLuFcPyMS8s,Blue Öyster Cult,Fire of Unknown Origin,Burnin' for You,67,271000,False,0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,4,hard-rock,2,2,1
1193,2470,2470,19010,3FOLF9tK1usNKU5EriOv4G,Zach Bryan,I'm Blue - Hits of 2022,Something in the Orange,1,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country,0,0,1
545,968,968,6073,08W2yaBJw7hsPuwe7NRobe,Cradle Of Filth,Damnation And A Day,Babalon A.D. (So Glad for the Madness),22,337933,False,0.408,0.981,0,-5.364,0,0.159,0.000169,0.00504,0.288,0.204,161.079,4,black-metal,0,2,1
1051,2180,2180,15355,6KQ1kXpm6fNi5covVSMvz1,Sway Bleu,Why You,Why You,59,150638,True,0.422,0.53,6,-10.989,0,0.123,0.528,0.00036,0.0899,0.209,93.35,4,chill,0,1,1
5009,9296,9296,94536,2CHuu85IjdomB4wPkDwoZp,Josh A;iamjakehill,Chaos,Endless Nightmare,58,151308,True,0.728,0.573,6,-8.388,1,0.0347,0.00716,0.0,0.164,0.315,139.947,4,sad,0,1,2
4135,7652,7652,81481,6EeWU1liZ7kwfWUT9gzOoL,David Guetta;MistaJam;John Newman,La Fine dell'Estate,If You Really Love Me (How Will I Know),3,184390,False,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,4,pop,1,2,2
5021,9313,9313,94266,4FkcMwtS9paR4RfhJU5Egp,44phantom,all figured out,all figured out,46,185813,False,0.448,0.411,0,-8.464,0,0.038,0.704,0.0,0.121,0.379,128.736,5,sad,1,1,1
3685,6845,6845,71662,44NRdYQw7P0GWuiunRv3hr,Godsmack,Faceless,I Stand Alone,68,246040,False,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,4,metal,1,2,0
3200,6050,6050,53155,67O8CWXxPsfz8orZVGMQwf,K-391;Alan Walker;Ahrix,End of Time,End of Time,67,187560,False,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.137,0.193,116.019,4,house,0,2,2
5340,9908,9908,102318,6hjh2phISvfR1Ib6S0FK7b,Anson Seabra,Songs I Wrote in My Bedroom,Trying My Best,67,222467,False,0.691,0.0682,5,-18.186,1,0.0645,0.951,0.0,0.0916,0.352,76.94,4,songwriter,1,0,2
5130,9485,9485,98900,3TpQSUTOSzTUwrgtvl4lRa,Zac Efron;Zendaya,The Greatest Showman: Reimagined (Deluxe),Rewrite The Stars,34,217440,False,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,4,show-tunes,0,1,2
2622,4830,4830,44155,34isqXjbTstbYwl2MfdzDq,Linkin Park,One More Light,Sorry for Now,55,203653,False,0.608,0.584,1,-6.652,1,0.0352,0.00995,0.0,0.203,0.251,94.956,4,grunge,0,1,1
3407,6333,6333,56942,3nN78VByF88gztH6V1hceP,Holly Humberstone,LUGNA HITS,Please Don't Leave Just Yet,0,229746,False,0.771,0.378,0,-8.744,1,0.0517,0.592,0.00172,0.104,0.616,128.091,4,indie-pop,1,1,2
2182,3988,3988,38346,3AZ9y0djGcK0kcOkCxuUOU,Jay Reatard,Singles 06-07,I Know A Place,30,129866,False,0.222,0.954,0,-4.765,1,0.0617,0.338,0.0,0.439,0.831,174.13,4,garage,2,2,0
1185,2457,2457,19901,2Xb6wJYGi0QXwURw5WWvI5,Gerry Rafferty,City to City,Right Down the Line,74,267773,False,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,4,country,2,0,2
3237,6095,6095,53006,7BhmwvCdQZNwuQXSHw5TzP,Alok;Alan Walker;KIDDO,Headlights (feat. KIDDO),Headlights (feat. KIDDO),70,158400,False,0.626,0.754,2,-6.217,0,0.0269,0.00998,0.00404,0.157,0.317,100.015,4,house,0,2,1
2870,5296,5296,48827,5kZ6JaYehSvdLVADNI4DQw,Armor For Sleep,Smile For Them (Standard Version),Williamsburg,29,222093,False,0.244,0.966,2,-3.068,1,0.0841,0.000289,0.0,0.144,0.216,172.696,4,hardcore,0,2,0
4250,7827,7827,82557,4MvLUiNGrRvnXivUdWj2v7,Tommy Keene,Based On Happy Times,Nothing Can Change You,20,199733,False,0.542,0.645,6,-11.654,1,0.0299,0.0186,6.01e-06,0.205,0.695,144.942,4,power-pop,2,1,1
4216,7767,7767,82959,6eyWEjmI9HRHdLxaNqFs65,Chris Spedding,Chris Spedding (Expanded Edition),Jump in My Car,19,201786,False,0.731,0.61,2,-5.477,1,0.0301,0.558,1.26e-05,0.0772,0.586,113.13,4,power-pop,1,1,2
