,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lyrics,valence_bin,energy_bin,danceability_bin
8435,8435,86305,4IiuExPFijOGZnVxGsKWcc,The White Stripes;The Glitch Mob,Seven Nation Army (The Glitch Mob Remix),Seven Nation Army - The Glitch Mob Remix,65,257021,False,0.701,0.844,4,-6.629,1,0.133,0.152,0.626,0.194,0.198,120.04,4,punk,"8 ContributorsSeven Nation Army (The Glitch Mob Remix) Lyrics[Instrumental Intro]

[Verse 1]
I'm gonna fight 'em off
A seven nation army couldn't hold me back
They're gonna rip it off
Taking their time right behind my back
And I'm talking to myself at night
Because I can't forget
Back and forth through my mind
Behind a cigarette

[Pre-Chorus 1]
And the message coming from my eyes
Says ""Leave it alone""

[Instrumental Break]

[Verse 2]
Don't want to hear about it
Every single one's got a story to tell
Everyone knows about it
From the Queen of England to the Hounds of Hell
And if I catch it coming back my way
I'm gonna serve it to you
And that ain't what you want to hear
But that's what I'll do
You might also like[Pre-Chorus 2]
And the feeling coming from my bones
Says ""Find a home""

[Extended Instrumental Break]

[Verse 3]
I'm going to Wichita
Far from this opera forevermore
I'm gonna work the straw
Make the sweat drip out of every pore
And I'm bleeding, and I'm bleeding, and I'm bleeding
Right before the Lord
All the words are gonna bleed from me
And I will think no more

[Pre-Chorus 3]
And the stains coming from my blood
Tell me ""Go back home""

[Instrumental Outro]2Embed",0,2,2
4651,4651,43722,5FCzMiHrGRayOu12J65Syp,JADED,Can You Feel It,Can You Feel It,52,224548,False,0.681,0.851,5,-4.96,0,0.0635,0.0315,0.0868,0.443,0.221,125.981,4,groove,"122 ContributorsTranslationsItalianoDeutschPolskiEnglishSober Lyrics[Intro]
Night, midnight, lose my mind
Night, midnight, lose my mind
Night, midnight, lose my mind
(When you get to my high, when you get to)
Night, midnight

[Verse 1]
Oh God, I'm clean out of air
In my lungs, it's all gone
Played it so nonchalant
It's time we danced with the truth
Move alone with the truth
Ooh (Hey)
We're sleeping through all the days
I'm acting like I don't see
Every ribbon you used to tie yourself to me

[Pre-Chorus]
But my hips have missed your hips
So let's get to know the kicks
Will you sway with me?
Go astray with me?
(Ah-ha)

[Chorus]
We're king and queen of the weekend
Ain't a pill that could touch our rush
(But what will we do when we're sober?)
Uh, when you dream with a fever
Bet you wish you could touch our rush
(But what will we do when we're sober?)
These are the games of the weekend
We pretend that we just don't care, but we care
(But what will we do when we're sober?)
Uh, when you dream with a fever
Bet you wish you could touch our rush
(But what will we do when we're sober?)
You might also like[Verse 2]
Oh, God, I'm closing my teeth
Around this liquour-wet lime
Midnight, lose my mind
I know you're feeling it too
Can we keep up with the ruse?
Ah ah (Hey)
B-bodies all through my house
I know this story by heart:
Jack and Jill get fucked up and possessive
When it get dark

[Pre-Chorus]
But my hips have missed your hips
So let's get to know the kicks
Will you sway with me?
Go astray with me?
(Ah-ha)

[Chorus]
We're king and queen of the weekend
Ain't a pill that could touch our rush
(But what will we do when we're sober?)
Uh, when you dream with a fever
Bet you wish you could touch our rush
(But what will we do when we're sober?)
These are the games of the weekend
We pretend that we just don't care, but we care
(But what will we do when we're sober?)
Uh, when you dream with a fever
Bet you wish you could touch our rush
(But what will we do when we're sober?)
[Bridge]
Midnight, we're fading
Till daylight, we're jaded
We know that it's over
In the morning, you'll be dancing with
All the heartache and the treason
The fantasies of leaving
But we know that, when it's over
In the morning, you'll be dancing with us
(Midnight, lose my mind, midnight, lose my mind)
Oh, dancing with us
(But what will we do when we're sober?)
Oh, you'll be dancing with us
(Can you feel it? Can you feel it?)
Dancing with us, us
(But what will we do when we're sober?)
Us

[Outro]
When you get to my high (Midnight, lose my mind)
When you get to my (Midnight, lose my mind)55Embed",0,2,2
5593,5593,51148,6JHmmaJRB6OFZa7hjfxAfc,Lil Baby;EST Gee,Best Hip Hop Tunes,Real As It Gets,2,192804,True,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005,4,hip-hop,"52 ContributorsReal As It Gets Lyrics[Intro]
ATL Jacob (DY Krazy)

[Chorus: Lil Baby]
I been savin' my guala, I ain't savin' no bitch
I had put down my Glock but I picked up a stick
Don't get in hatin' shit, I'm on some greatest shit
My people proud, I'm as real as it gets
Gon' have to chase me, I don't like to wait
And I swear I'm impatient, I don't like to sit
I made a way for you lil' bitty niggas
I wish you would play with me, boy, you a bitch, yeah

[Verse 1: Lil Baby]
They got exotic, I told 'em to mail it
I don't gotta touch it, somebody gon' sell it
Bro gon' keep it solid, I know he won't tell it
Grew up in the streets, I ain't never saw belly
I didn't have shit, I ain't never get jealous
Born in this shit, I grew up with some felons
Reach for this water, we'll go at your mеlon
My lil' bro a slime, he'll draw on a revеrend
I don't really have to talk about steppin' 'cause my niggas never get caught when it happen
I'm set on servin' in the morning, I'm snappin'
You can take this as your warning, I'm packin'
F.N. inside of my hand when I back in
Get to actin', I promise we clappin'
Joke's up, it gotta be stamped  on the package
It's the real one, you know that I'm taxin'
Get the ball, I'ma score or I'm passing
Got no love for no ho, I ain't passionate
I done ran up a dub on an accident
To the streets, I'm the voice, I'm an advocate
Ask the plug, this the most he done ever sent
Niggas broke, what's the most you done ever spent?
Gettin' paid, this the most I done ever saved
We gon' hop out with Ks in broad day
You might also like[Chorus: Lil Baby]
I been savin' my guala, I ain't savin' no bitch
I had put down my Glock but I picked up a stick
Don't get in hatin' shit, I'm on some greatest shit
My people proud, I'm as real as it gets
Gon' have to chase me, I don't like to wait
And I swear I'm impatient, I don't like to sit
I made a way for you lil' bitty niggas
I wish you would play with me, boy, you a bitch, yeah
I been savin' my guala, I ain't savin' no bitch
I had pulled out my Glock but I picked up a stick
Don't get in hatin' shit, I'm on some greatest shit
My people proud, I'm as real as it gets
Gon' have to chase me, I don't like to wait
And I swear I'm impatient, I don't like to sit
I made a way for you lil' bitty niggas
I wish you would play with me, boy, you a bitch, yeah

[Verse 2: EST Gee]
All this shit started off in the kitchen (Started off in the kitchen)
Showed me once and I was payin' attention
Ask the trenches, they gon' say I'm the realest (Say I'm the realest)
Official, the difference between me and niggas
I'm rich when I get off my Insta (Get off my Insta)
Get him killed by the night for a sixty
I sent it, I can't even risk it
Opps want me finished but I'm steadily winning
Youngest, richest nigga out of my city
I been had the streets in a headlock (Headlock)
We had two or three bricks at Miss Jan's spot (At Miss Jan's)
Still dead fresh if the feds watch
Send a diss in hidin', get yo' man shot (Get yo' man)
Niggas play but they know we gon' air it out
She was actin' bougie, flew her friend out
I went, took it, ain't ask for a handout
Old niggas see me out, had to put they heads down
I still got my block if the music don't crack
Really livin' what I rap (Yeah, yeah)
250 out the trap, if I say it, it's a fact
You was puttin' on an act
You a killer on the app (Killer on the app)
Ask who put us on the map
Put the hood on my back
Three cars, ten straps
Niggas better never lack, yeah
[Chorus: Lil Baby]
I been savin' my guala, I ain't savin' no bitch
I had put down my Glock but I picked up a stick
Don't get in hatin' shit, I'm on some greatest shit
My people proud, I'm as real as it gets
Gon' have to chase me, I don't like to wait
And I swear I'm impatient, I don't like to sit
I made a way for you lil' bitty niggas
I wish you would play with me, boy, you a bitch, yeah
I been savin' my guala, I ain't savin' no bitch
I had pulled out my Glock but I picked up a stick
Don't get in hatin' shit, I'm on some greatest shit
My people proud, I'm as real as it gets
Gon' have to chase me, I don't like to wait
And I swear I'm impatient, I don't like to sit
I made a way for you lil' bitty niggas
I wish you would play with me, boy, you a bitch, yeah28Embed",0,2,2
774,774,5490,2qjM3qghmU9gU2BvNQlIav,Rustage;Frazer,Joker (Gotham City),Joker (Gotham City),48,193921,True,0.813,0.9,6,-5.012,0,0.282,0.297,0.0,0.232,0.316,95.0,4,anime,"14 ContributorsJoker (Gotham City) Lyrics[Chorus: Frazer]
Children and women, yeah
If they got it coming won't hesitate I'mma kill them
Long as I'm living, yeah
You can try stop me, it won't make a difference
I'm taking over Gotham City
I'll tear it all to bits
I'll do your makeup with your blood - it's not pretty
I'll crush this city, I want all of it
They said that I got sickness
But it's a smile, not a grimace
I'm in the comedy business
I got God as my witness

[Verse: Rustage]
Monsters, they be making stories 'bout these monsters
Look inside your heart, and see the demons that you foster
Play their roles so perfect like they working for an Oscar
Welcome to the circus - got a whole different roster
I don't play pretend 'cause I'm contracted with the devil's work
I'm not making cents, so I be asking what your Pennyworth?
We can't make amends without the risk of death or getting hurt
It's weird with all this hope they preach, they never gon' expect the worst
Watchin' 'em fall like they dominoes
Locking 'em up in a coffin, so that they can only respond to the knock-knock jokes
The way that I torture a body - his writing be looking like doctor's notes, I've literally got your nose
I send them to the other side like chickens crossing roads
They know that crime is a religion
You can lock me up in chains, but then your mind will be the prison
Know I'm writing, this is fiction, every line a new decision
When I'm all up in your house - I'll teach you why you keep your distance
Hand me the apron, I turn a man to a patient
Way that I step up with the six like it's the Landini Cadence
You feel the anticipation, it's such a happy occasion
So it's a shame that Barbara can't give me a standing ovation
I'm only mad on occasions, so put your plan on quotations
They tried to work out who I'll X like the quadratic equation
I drop bodies like GeoGuessr in a random location
I turn the choir into silence - that's a phantom arrangement
The way I never rest, starting up the piece like I'm a treble clef
Know I'm leaving blood up on your wedding dress, left for dead
Triple all my dubs like it's a web address
When I shake it up I'm wiping all your histories like it's an Etch-A-Sketch
Yuh, infecting waters, that's fishy business
Don't need a house of fun to see your mirror image
I be putting smiles on all these faces like they kids on Christmas
Little difference, I be breaking crowns - they know this prince is twisted
Ain't no God be saving you if he can't save the Queen
Cutting off your faces - I don't need no shaving cream
Madness is a medicine we use for pain relief
And I be leaving all your blocks red like piet when I paint the scene
Don't know why you hating me, these plots are not forgotten
I be dropping bars so much I make 'em look like Robin
If you wanted peace, then why the fuck you move to Gotham?
They all eat the apple when they knew the core was rotten
I be leaving Hoods riding Red 'cause they know my Brothers Grimm
All my bars go over your head like we in the jungle gym
Acting like a marionette, but without the puppet strings
Like a boy from Twickenham - the way I roll with Harley Quinn, ay
You might also like[Chorus: Frazer]
Children and women, yeah
If they got it coming won't hesitate I'mma kill them
Long as I'm living, yeah
You can try stop me, it won't make a difference
I'm taking over Gotham City
I'll tear it all to bits
I'll do your makeup with your blood - it's not pretty
I'll crush this city, I want all of it
They said that I got sickness
But it's a smile, not a grimace
I'm in the comedy business
I got God as my witness1Embed",0,2,2
4022,4022,38066,4IiuExPFijOGZnVxGsKWcc,The White Stripes;The Glitch Mob,Seven Nation Army (The Glitch Mob Remix),Seven Nation Army - The Glitch Mob Remix,65,257021,False,0.701,0.844,4,-6.629,1,0.133,0.152,0.626,0.194,0.198,120.04,4,garage,"8 ContributorsSeven Nation Army (The Glitch Mob Remix) Lyrics[Instrumental Intro]

[Verse 1]
I'm gonna fight 'em off
A seven nation army couldn't hold me back
They're gonna rip it off
Taking their time right behind my back
And I'm talking to myself at night
Because I can't forget
Back and forth through my mind
Behind a cigarette

[Pre-Chorus 1]
And the message coming from my eyes
Says ""Leave it alone""

[Instrumental Break]

[Verse 2]
Don't want to hear about it
Every single one's got a story to tell
Everyone knows about it
From the Queen of England to the Hounds of Hell
And if I catch it coming back my way
I'm gonna serve it to you
And that ain't what you want to hear
But that's what I'll do
You might also like[Pre-Chorus 2]
And the feeling coming from my bones
Says ""Find a home""

[Extended Instrumental Break]

[Verse 3]
I'm going to Wichita
Far from this opera forevermore
I'm gonna work the straw
Make the sweat drip out of every pore
And I'm bleeding, and I'm bleeding, and I'm bleeding
Right before the Lord
All the words are gonna bleed from me
And I will think no more

[Pre-Chorus 3]
And the stains coming from my blood
Tell me ""Go back home""

[Instrumental Outro]2Embed",0,2,2
5965,5965,53893,10vntsDhfvE8NtalR8k1Bm,Surf Mesa;Emilee,Artsy & Colourful,ily (i love you baby),0,181071,False,0.667,0.799,11,-7.318,0,0.0812,0.0589,0.0119,0.362,0.288,112.054,4,house,"38 ContributorsTranslationsEspañol​ily (i love you baby) Lyrics[Chorus]
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you

[Drop]
I love you, baby

[Chorus]
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you

[Drop]
I love you, baby
You might also like[Chorus]
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you

[Drop]
I love you, baby

[Chorus]
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say
I love you, baby, and if it's quite all right
I need you, baby, to warm these lonely nights
I love you, baby
Trust in me when I say23Embed",0,2,2
6035,6035,53081,5SbE5ptbYNFahUdICaS6kp,Marshmello;Demi Lovato,pov: it's 2020,OK Not To Be OK,0,159862,False,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,4,house,"49 ContributorsTranslationsTiếng ViệtPortuguêsPortuguêsOK Not To Be OK Lyrics[Verse 1]
Feeling like a drop in the ocean
That don't nobody notice
Maybe it’s all just in your head
Feeling like you're trapped in your own skin
And now your body's frozen
Broken down, you’ve got nothing left

[Pre-Chorus]
When you're high on emotion
And you're losing your focus
And you feel too exhausted to pray
Don't get lost in the moment
Or give up when you're closest
All you need is somebody to say

[Chorus]
It's okay not to be okay
It's okay not to be okay
When you're down and you feel ashamed
It’s okay not to be okay

[Verse 2]
Feeling like your life’s an illusion
And lately, you're secluded
Thinking you’ll never get your chancе
Feeling like you got no solution
It's only 'cause you're human
No control, it’s out of your hands
You might also like[Pre-Chorus]
Whеn you're high on emotion
And you're losing your focus
And you feel too exhausted to pray
Don't get lost in the moment
Or give up when you're closest
All you need is somebody to say

[Chorus]
It's okay not to be okay
It's okay not to be okay
When you're down and you feel ashamed
It's okay not to be okay

[Bridge]
When you're high on emotion
And you're losing your focus
And you feel too exhausted to pray (Ah-ha)
Don't get lost in the moment
Or give up when you're closest
All you need is somebody to say

[Chorus]
It's okay not to be okay (Oh)
It's okay not to be okay (No, no, no)
When you're down and you feel ashamed (When you feel ashamed)
It's okay not to be okay (No, no, no)
It's okay not to be okay7Embed",0,2,2
2716,2716,20601,4E5P1XyAFtrjpiIxkydly4,Iyaz,Replay,Replay,76,182306,False,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,dance,"97 ContributorsReplay Lyrics[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like​
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay (J-J-J-JR), replay

[Verse 1]
Remember the first time we met?
You was at the mall with your friend
I was scared to approach ya, but then you came closer
Hoping you would give me a chance
Who would have ever knew
That we would ever be more than friends?
We're real worldwide, breaking all the rules
She like a song played again and again

[Pre-Chorus]
(That girl) like something off a poster
(That girl) is a dime they say
(That girl) is a gun to my holster
And she's running through my mind all day, ayy
You might also like[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like​ (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay

[Verse 2]
See you been all around the globe
Not once did you leave my mind
We talk on the phone, from night 'til the morn'
Girl, you really changed my life
Doin' things I never do
I'm in the kitchen cooking things she likes
We're real worldwide, breaking all the rules
Someday I wanna make you my wife

[Pre-Chorus]
(That girl) like something off a poster
(That girl) is a dime they say (Hey)
(That girl) is a gun to my holster
And she's running through my mind all day, ayy
[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay (Oh)
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay

[Bridge]
I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl, let's sing with me, ayy
I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl let's sing with me, ayy
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Shawty got me singing
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Now she got me singing
[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singing like (Ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay (Ayy)
Shawty's like a melody (Like a melody) in my head
That I can't keep out, got me singing like (Hey, ayy)
Na-na-na-na, every day
It's like my iPod stuck on replay, replay-ay-ay-ay54Embed",0,2,2
9991,9991,102935,3tstzyYuJkzEta9X7vgXXp,Catie Turner,Give You Love - Cozy Hits,Breathe,0,157867,True,0.758,0.664,7,-7.436,1,0.157,0.377,5.1e-06,0.219,0.308,146.968,4,songwriter,"6 ContributorsBreathe Lyrics[Verse 1]
You know I think you're great
You’re fun
You don't take shit from anyone
And you only do things if you really fucking love it
Really fucking love it
And nothing's wrong, per se
But I’m a loner with a lot of baggage
That I haven't yet claimed
Don't want you to take that blame
It's not easy for me to say

[Chorus]
Breathe
Give me space to breathe
Walked in your steps too long
Forget who I was on my own
Please
It's not you it's me
Don't take it as goodbye
I still want you in my life
But I just need some space to breathe

[Verse 2]
Nothing's changed at all
In the last five hours since you texted me
And asked me what was going on
I’ve been sitting on my couch
I don’t want to go out
And put on a show for anyone
And when I say anyone
I really mean anyone
It's not just you
I don’t want to see my friends
My family, my mother
Don't get upset with me
I need to
You might also like[Chorus]
Breathe
Give me space to breathe
Walked in your steps too long
Forget who I was on my own
Please
It's not you it's me
Don’t take it as goodbye
I still want you in my life
But I just need some space to breathe
Baby I need to

[Outro]
Breathe
Give me space to breathe
Walked in your steps too long
Forget who I was on my own
Please
It's not you it's me
Don't take it as goodbye
I still want you in my life
But I just need some space to breathe2Embed",0,2,2
5896,5896,53947,1XqIxigWCw3zeJH7AjqI9p,twocolors,Autumn Vibes 2022,Lovefool,0,190733,False,0.693,0.767,6,-6.822,1,0.0544,0.0255,4.5e-06,0.158,0.204,123.014,4,house,"10 ContributorsLovefool Lyrics[Intro]
(Love me, love me)
(Say that you love me)
(Fool me, fool me)
(Go on and fool me)

[Verse 1]
Dear, I fear we're facing a problem
You love me no longer, I know
And maybe there is nothing
That I can do to make you do
Mama tells me I shouldn't bother
That I ought to stick to another man
A man that surely deserves me
But I think you do

[Pre-Chorus]
So I cry and I pray
And I beg for you to

[Chorus]
Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
Pretend that you love me
Leave me, leave me
Just say that you need me
You might also like[Post-Chorus]
Love me, love me
Fool me, fool me
Love me, love me
Fool me, fool me

[Verse 2]
Lately I have desperately pondered
Spent my nights awake
And I wondered what I could have done
In another way to make you stay
Reason will not lead to solution
I will end up lost in confusion
I don't care if you really care
As long as you don't go

[Pre-Chorus]
So I cry and I pray
And I beg for you to

[Chorus]
Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
Pretend that you love me
Leave me, leave me
Just say that you need me
[Post-Chorus]
Love me, love me
Fool me, fool me
Love me, love me
Fool me, fool me

[Bridge]
Oh, I cry and I pray
And I beg for you to love me
I cry and I pray
And I beg for you to love me

[Outro]
Love me, love me
Fool me, fool me
Love me, love me
Say that you love me
Love me, love me
For you to love me
Fool me, fool me
For you to love me
Love me, love me
For you to love me
Love me, love me
Say that you love me1Embed",0,2,2
6046,6046,53468,6iW38RGqdDGOofmz2HeXLW,MEDUZA;Alok;Goodboys,Piece Of Your Heart (Alok Remix),Piece Of Your Heart - Alok Remix,75,166451,False,0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033,4,house,"6 ContributorsPiece of Your Heart (Alok Remix) Lyrics[Verse]
Show me a piece of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down
Show me a piece of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down, down

[Break]
What? Sorry, just quickly
What if it's...
Da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down

[Chorus]
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down
See MEDUZA LiveGet tickets as low as $124You might also like[Post-Chorus]
Show me a piece of you, show me the heart in you
I'll be what you want
And if it's physical, keep it subliminal
Show me what you want
Show me a piece of you, show me the heart in you
I'll bе what you want
And if it's physical, keep it subliminal
Show me what you want

[Verse]
Show me a piecе of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down

Down, down, down
Down, down, down
Down, down, down
Down, down, down

[Interlude]
Da, da, da, uh, uh
Down, down, down
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down
[Post-Chorus]
Show me a piece of you, show me the heart in you
I'll be what you want
And if it's physical, keep it subliminal
Show me what you wantEmbed",0,2,2
7235,7235,73626,6c6Zt0g2m2s4yLxnK1NazG,Ann Clue,Rumbling Conversation,Conscious,38,455040,False,0.8,0.733,0,-11.452,1,0.0515,0.0388,0.833,0.114,0.186,124.974,4,minimal-techno,"1 ContributorCrushed Bones Lyrics[Intro]
I'm sick and tired

[Tag]
Don't leave me Father, forgive me

[Chorus]
Create a new heart, give me a fresh start
Don't let your Spirit part away
I'm not a man who wishes to be a slave
I'm on my knees, shouting Your name

[Verse 1]
Wash me clean from my guilty conscious and cleanse my from my filth
For my transgressions are heavy, be justified on my levy
Be justified
I am lost, I’m lost without You
Without Your guidance its harder to follow through
I am lost, I’m lost without You
Without Your guidance its harder to follow through

[Tag]
Don't leave me Father, forgive me

[Chorus]
Creatе a new heart, give mе a fresh start
Don't let your Spirit part away
I'm not a man who wishes to be a slave
I'm on my knees, shouting Your name
You might also likeCreate a new heart, give me a fresh start
Don't let your Spirit part away
I'm not a man who wishes to be a slave
I'm on my knees, shouting Your name

[Verse 2]
Let the bones you have crushed rejoice and help me receive your voice
Hide your face from my sins and take my darkness within

[Chorus]
Create a new heart, give me a fresh start
Don't let your Spirit part away
I'm not a man who wishes to be a slave
I'm on my knees, shouting Your name

Create a new heart, give me a fresh start
Don't let your Spirit part away
I'm not a man who wishes to be a slave
I'm on my knees, shouting Your name

[Bridge]
For what I want to do, I do not do
For what I hate I do, I do
For what I want to do, I do not do
For what I hate I do, I doEmbed",0,2,2
9991,9991,102935,3tstzyYuJkzEta9X7vgXXp,Catie Turner,Give You Love - Cozy Hits,Breathe,0,157867,True,0.758,0.664,7,-7.436,1,0.157,0.377,5.1e-06,0.219,0.308,146.968,4,songwriter,"6 ContributorsBreathe Lyrics[Verse 1]
You know I think you're great
You’re fun
You don't take shit from anyone
And you only do things if you really fucking love it
Really fucking love it
And nothing's wrong, per se
But I’m a loner with a lot of baggage
That I haven't yet claimed
Don't want you to take that blame
It's not easy for me to say

[Chorus]
Breathe
Give me space to breathe
Walked in your steps too long
Forget who I was on my own
Please
It's not you it's me
Don't take it as goodbye
I still want you in my life
But I just need some space to breathe

[Verse 2]
Nothing's changed at all
In the last five hours since you texted me
And asked me what was going on
I’ve been sitting on my couch
I don’t want to go out
And put on a show for anyone
And when I say anyone
I really mean anyone
It's not just you
I don’t want to see my friends
My family, my mother
Don't get upset with me
I need to
You might also like[Chorus]
Breathe
Give me space to breathe
Walked in your steps too long
Forget who I was on my own
Please
It's not you it's me
Don’t take it as goodbye
I still want you in my life
But I just need some space to breathe
Baby I need to

[Outro]
Breathe
Give me space to breathe
Walked in your steps too long
Forget who I was on my own
Please
It's not you it's me
Don't take it as goodbye
I still want you in my life
But I just need some space to breathe2Embed",0,2,2
2875,2875,20000,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Indigo (Extended),Under The Influence,96,184613,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,dance,"72 ContributorsTranslationsPortuguêsDeutschUnder the Influence Lyrics[Intro]
Kido, Kido
K-K-Kido on the beat, better run it back

[Verse 1]
Fuckin' Robitussin
I don't know why this shit got me lazy right now, yeah
Can't do Percocets or Molly (Molly)
I'm turnin' one, tryna live it up here right, right, right

[Pre-Chorus]
Baby, you can
Ride it, ooh, yeah
Bring it over to my place
And you be like
""Baby, who cares?""
But I know you care
Bring it over to my place

[Chorus]
You don't know what you did, did to me
Your body lightweight, speaks to me
I don't know what you did, did to me
Your body lightweight, speaks to me

[Post-Chorus]
('Cane on it)
Yeah
Yeah (Yeah)
See Chris Brown LiveGet tickets as low as $60You might also like[Verse 2]
I can make it hurricane on it ('Cane on it)
Hunnid bands, make it rain on it (Rain on it)
Tie it up, put a chain on it (Chain on it)
Make you tattoo my name on it (Name on it), oh
Make you cry like a baby, yeah
Let's GoPro and make a video, yeah (Yeah)
Make you cry like a baby, yeah
Let's GoPro and make a video (Video)
Oh, yeah-yeah-yeah-yeah

[Pre-Chorus]
Baby, you can
Ride it, ooh, yeah
Bring it over to my place
And you be like
""Baby, who cares?""
But I know you care
Bring it over to my place

[Chorus]
You don't know what you did, did to me
Your body lightweight, speaks to me
I don't know what you did, did to me
Your body lightweight, speaks to me
[Post-Chorus]
('Cane on it)
('Cane on it)
('Cane on it)

[Outro]
Baby, you can
Ride it, ooh, yeah
(Molly, Molly)
And you be like
""Baby, who cares?""
But I know you care
(Molly, Molly)13Embed",0,2,2
3437,3437,30893,0U8njGZ9Dnbub7LyZKmFqr,twocolors,pov: it's 2020,Lovefool,0,190733,False,0.693,0.767,6,-6.822,1,0.0544,0.0255,4.5e-06,0.158,0.204,123.014,4,edm,"10 ContributorsLovefool Lyrics[Intro]
(Love me, love me)
(Say that you love me)
(Fool me, fool me)
(Go on and fool me)

[Verse 1]
Dear, I fear we're facing a problem
You love me no longer, I know
And maybe there is nothing
That I can do to make you do
Mama tells me I shouldn't bother
That I ought to stick to another man
A man that surely deserves me
But I think you do

[Pre-Chorus]
So I cry and I pray
And I beg for you to

[Chorus]
Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
Pretend that you love me
Leave me, leave me
Just say that you need me
You might also like[Post-Chorus]
Love me, love me
Fool me, fool me
Love me, love me
Fool me, fool me

[Verse 2]
Lately I have desperately pondered
Spent my nights awake
And I wondered what I could have done
In another way to make you stay
Reason will not lead to solution
I will end up lost in confusion
I don't care if you really care
As long as you don't go

[Pre-Chorus]
So I cry and I pray
And I beg for you to

[Chorus]
Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
Pretend that you love me
Leave me, leave me
Just say that you need me
[Post-Chorus]
Love me, love me
Fool me, fool me
Love me, love me
Fool me, fool me

[Bridge]
Oh, I cry and I pray
And I beg for you to love me
I cry and I pray
And I beg for you to love me

[Outro]
Love me, love me
Fool me, fool me
Love me, love me
Say that you love me
Love me, love me
For you to love me
Fool me, fool me
For you to love me
Love me, love me
For you to love me
Love me, love me
Say that you love me1Embed",0,2,2
